-12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 -12.000000 
-11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 -11.730000 
-11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 -11.460000 
-11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 -11.190000 
-10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 -10.920000 
-10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 -10.650000 
-10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 -10.380000 
-10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 -10.110000 
-9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 -9.840000 
-9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 -9.570000 
